product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
moisturizer jar - eco,Cosmetics,moisturizer jar,0.344 kg,high,,Aluminum,0.7549,2.9682,0.8794,0.0198,,Bamboo,0.1031,1.0995,0.6,0.95
handbag packaging,Fashion & Apparel,handbag packaging,284.1,low,1.0,Plastic (PET),0.1974,1.1086,0.7201,0.0508,0.837,Kraft Paper,0.1989,0.1137,0.85,0.88
supplement jar,Pharmaceuticals,supplement jar,151.9,high,3.0,Glass,0.2922,0.1806,,0.096,0.8783,Recycled Cardboard,0.0759,0.0911,0.92,0.82
ointment tube,Pharmaceuticals,ointment tube,74.1,high,3.0,Cardboard,0.0376,0.0618,0.8915,0.7502,0.5435,Glass,0.0889,0.1333,0.95,0.1
trash_bag_roll,Household,trash bag roll,183.3,high,3.0,Glass,0.3287,0.2133,0.9702,0.1021,0.8201,Bioplastic (PLA),0.1467,0.5133,0.3,0.85
vitamin btl,Pharmaceuticals,vitamin bottle,170.0,high,3.0,Cardboard,0.0851,0.1594,0.944,0.7401,0.6248,Glass,0.2041,0.3061,0.95,0.1
safety equipment box,Industrial,safety equipment box,12004.0,medium,2.0,Wood,32.8611,5.6458,0.6794,0.7626,0.8424,Recycled Aluminum,9.6032,28.8095,0.95,0.02
light bulb box,Household,light bulb box,704.4,medium,2.0,borosilicate glass,1.2643,0.8288,0.9661,0.1045,0.9002,Bioplastic (PLA),0.5635,1.9722,0.3,0.85
JEWELRY BOX,Fashion & Apparel,jewelry box,1322.1,medium,2.0,Wood,3.6835,0.6645,0.6909,0.7648,0.8614,Recycled Cardboard,0.6611,0.7933,0.92,0.82
machine part box,Industrial,machine part box,13.0 kg,high,3.0,Plastic (HDPE),9.2782,51.7765,0.7309,0.0499,,Steel (Tinplate),38.9987,18.1994,0.88,0.02
vitamin bottle,Pharmaceuticals,vitamin bottle,195.4,high,3.0,Plastic (HDPE),0.1432,0.6767,0.8113,0.0533,0.8036,Bioplastic (PLA),0.1564,0.5472,0.3,0.85
pesticide container,Agriculture,pesticide container,14.628 kg,low,1.0,Kraft Paper,5.9885,10.4015,0.7847,0.9133,0.4638,Bamboo,4.3884,46.8096,0.6,0.95
injection packaging,Premium pharmaceuticals,injection packaging,0.231 kg,medium,2.0,Glass,0.4066,0.2849,0.9622,0.0988,0.9004,Recycled Cardboard,0.1153,0.1384,0.92,0.82
belt packaging,Fashion & Apparel,belt packaging,792.2,low,1.0,Cardboard,0.4206,0.7033,0.8446,0.7571,0.5319,Kraft Paper,0.5546,0.3169,0.85,0.88
light bulb box,Household,light bulb box,609.7,high,3.0,Styrofoam (EPS),0.2444,1.9988,0.0993,0.0105,0.6663,Bioplastic (PLA),0.4877,1.707,0.3,0.85
Camera Box,Electronics,camera box,3726.2,medium,2.0,Plastic (PET),3.2917,14.6603,0.6837,0.0492,,Recycled Cardboard,1.8631,2.2357,0.92,0.82
ointment tube,Pharmaceuticals,ointment tube,279.3,medium,2.0,Glass,0.5084,,0.9335,0.0919,0.8882,Bioplastic (PLA),0.2234,0.782,0.3,0.85
safety equipment box,Industrial,safety equipment box,18.235 kg,high,3.0,Steel (Tinplate),25.9043,55.4251,,0.0192,0.9365,Steel (Tinplate),54.7044,25.5287,0.88,0.02
chemical drum,Industrial,chemical drum,,low,1.0,Cardboard,1.246,2.3894,,0.7865,0.5671,Recycled Aluminum,2.0513,6.1539,0.95,0.02
TV box,Electronics,TV box,3763.2,,3.0,Cardboard,,,0.9087,0.8035,0.5385,Hemp Fiber,0.7526,12.7949,0.65,0.96
machine part box,Industrial,machine part box,15518.4,,2.0,Wood,40.9346,7.9507,0.6302,0.7552,0.8895,Recycled Cardboard,7.7592,9.311,0.92,0.82
battery packaging,Industrial,battery packaging,15752.8,,2.0,Steel (Tinplate),19.9485,49.0061,0.938,0.0201,0.95,Recycled Cardboard,7.8764,9.4517,0.92,0.82
supplement jar,Pharmaceuticals,supplement jar,182.7,high,3.0,Cardboard,0.0925,0.1731,0.9409,0.7667,0.5803,Recycled Cardboard,0.0913,0.1096,0.92,0.82
Premium body lotion bottle,Cosmetics,body lotion bottle,0.339 kg,high,3.0,Glass,0.5915,0.384,0.9102,0.097,0.8757,Recycled Plastic,0.6095,0.3386,0.9,0.1
herb packaging,Fresh Produce,herb packaging,1510.2,medium,2.0,Cardboard,0.7841,1.339,0.8568,0.7498,0.561,Mycelium,0.151,6.0409,0.4,0.99
lipstick case,Cosmetics,lipstick case,452.5,high,3.0,Plastic (HDPE),0.3313,1.5441,0.7623,0.0487,0.8718,Glass,0.543,0.8145,0.95,0.1
paper towel wrap,Household,paper towel wrap,,high,3.0,Cardboard,1.4402,2.2838,0.8832,0.7016,0.5144,Recycled Plastic,4.9796,2.7664,0.9,0.1
headphone case,electronics,headphone case,6540.8,medium,2.0,Plastic (PET),5.3695,21.2332,0.6761,0.045,0.6867,Bamboo,1.9622,20.9304,0.6,0.95
body lotion bottle,Cosmetics,body lotion bottle,0.445 kg,medium,2.0,Aluminum,0.9283,3.574,0.8727,0.0196,0.9806,Bamboo,0.1334,1.4226,0.6,0.95
ketchup bottle,Food & Beverage,ketchup bottle,489.7,medium,2.0,Al can,0.9911,4.3147,0.8819,0.0199,0.8719,Bioplastic (PLA),0.3918,1.3712,0.3,0.85
egg carton,Food & Beverage,egg carton,1.324 kg,low,1.0,Plastic (PET),1.0782,4.9722,0.6749,0.0536,0.7967,Recycled Plastic,2.384,1.3245,0.9,0.1
inhaler box,Pharmaceuticals,inhaler box,194.6,medium,,Plastic (HDPE),0.1335,0.6988,0.7221,,,Recycled Cardboard,0.0973,0.1167,0.92,0.82
vegetable clamshell,Fresh Produce,vegetable clamshell,,medium,2.0,Cardboard,0.7639,1.4266,0.8746,0.7616,,Mycelium,0.1611,6.4432,0.4,0.99
seed packet,Agriculture,seed packet,5774.6,,1.0,Kraft Paper,2.2972,3.7038,0.8515,0.8871,0.4806,Bamboo,1.7324,18.4786,0.6,0.95
paper towel wrap,Household,paper towel wrap,684.3,low,1.0,Styrofoam (EPS),0.2662,2.2924,0.1093,0.01,0.5759,Recycled Cardboard,0.3422,0.4106,0.92,0.82
Melon Wrap,Fresh Produce,melon wrap,57.9,,2.0,Plastic (PET),0.0448,0.1926,0.7363,0.0475,0.8024,Seaweed Film,0.0029,0.2547,0.45,0.98
energy drink,Food & Beverage,energy drink,1208.4,medium,2.0,Cardboard,0.5923,1.1076,0.8813,0.7979,0.5553,Bioplastic (PLA),0.9667,3.3835,0.3,0.85
snack bag,Food & Beverage,snack bag,935.4,low,,Cardboard,0.484,0.8228,0.922,,0.5906,Glass,1.1224,1.6837,0.95,0.1
milk jug,FOOD & BEVERAGE,milk jug,571.9,low,1.0,PET,0.4969,2.1075,0.7917,0.0481,0.778,Recycled Plastic,1.0295,0.5719,0.9,0.1
baby toy packaging,Toys & Games,baby toy packaging,951.2,medium,2.0,Styrofoam (EPS),0.3689,3.3203,0.095,0.0101,0.5462,Recycled Cardboard,0.4756,0.5707,0.92,0.82
nasal spray,Pharmaceuticals,nasal spray,68.5,medium,2.0,Glass,0.1179,,0.9133,0.0956,0.9326,Recycled Cardboard,0.0343,0.0411,0.92,0.82
shirt packaging,Fashion & Apparel,shirt packaging,1290.5,medium,2.0,Cardboard,0.6686,1.1643,0.8639,0.8395,0.555,Recycled Cardboard,0.6453,0.7743,0.92,0.82
mushroom tray,Fresh Produce,mushroom tray,2020.5,medium,2.0,Kraft Paper,0.7549,1.3701,0.8414,0.8448,0.4486,Kraft Paper,1.4143,0.8082,0.85,0.88
tool packaging,Industrial,tool packaging,14941.4,high,3.0,Cardboard,,14.5733,0.7831,0.675,0.5509,Recycled Aluminum,11.9531,35.8593,0.95,0.02
charger box,Electronics,charger box,4.645 kg,high,3.0,Cardboard,2.2114,3.9791,0.8951,0.7482,0.5509,Hemp Fiber,0.929,15.793,0.65,0.96
tablet packaging,Electronics,tablet packaging,6.578 kg,high,3.0,Plastic (PET),5.4816,26.346,0.7365,0.0498,0.7336,Recycled Cardboard,3.2889,3.9466,0.92,0.82
compost bag,Agriculture,compost bag,188.3,,1.0,Kraft Paper,0.0767,0.1304,0.9128,0.8572,0.4318,Bamboo,0.0565,0.6025,0.6,0.95
garden tool box,Agriculture,garden tool box,8895.4,low,1.0,Kraft Paper,3.5785,6.2124,0.8526,0.8392,0.4457,Kraft Paper,6.2268,3.5582,0.85,0.88
melon wrap - eco,Fresh Produce,melon wrap,2073.1,medium,2.0,Cardboard,1.1239,1.9806,0.9048,0.717,0.6046,Mycelium,0.2073,8.2923,0.4,0.99
seed_packet,Agriculture,seed packet,7416.0,low,1.0,Cardboard,3.2467,7.1478,0.9362,0.7627,0.5168,Bioplastic (PLA),5.9328,20.7647,0.3,0.85
card game box,Toys & Games,card game box,1759.7,low,1.0,Styrofoam (EPS),0.6926,6.0499,0.0921,0.0106,,Recycled Plastic,3.1674,1.7597,0.9,0.1
milk jug,Food & Beverage,milk jug,693.9,low,1.0,Glass,1.3045,0.8182,0.8967,0.0962,,Recycled Plastic,1.249,0.6939,0.9,0.1
soil bag (imported),Agriculture,soil bag,11943.2,low,1.0,Cardboard,5.9243,,0.8396,,0.507,Bioplastic (PLA),9.5546,33.441,0.3,0.85
cookie tin,Food & Beverage,cookie tin,664.5,,2.0,Glass,1.2252,0.747,0.8574,0.0897,,Glass,0.7974,1.1961,0.95,0.1
remote control toy box - eco,Toys & Games,remote control toy box,975.6,medium,2.0,Cardboard,0.5205,0.7854,0.8498,0.7936,0.5794,Bamboo,0.2927,3.1219,0.6,0.95
toner bottle,Cosmetics,toner bottle,,,3.0,Aluminum,0.904,3.5158,0.9324,0.0215,0.9741,Recycled Aluminum,0.3278,0.9834,0.95,0.02
eye drops bottle (imported),Pharmaceuticals,eye drops bottle,56.4,high,3.0,borosilicate glass,0.1043,0.0606,0.924,,0.8651,Recycled Cardboard,0.0282,0.0338,0.92,0.82
supplement jar,Pharmaceuticals,supplement jar,50.4,medium,2.0,Glass,0.0921,0.057,0.9142,0.0997,0.9148,Bioplastic (PLA),0.0403,0.1411,0.3,0.85
cleaning spray - eco,Household,cleaning spray,986.5,,1.0,Cardboard,0.495,0.819,,0.7678,0.5247,Bioplastic (PLA),0.7892,2.7623,0.3,0.85
pasta box,Food & Beverage,pasta box,909.3,,2.0,Glass,1.5202,1.1748,0.9373,0.0979,0.9265,Recycled Plastic,1.6367,0.9093,0.9,0.1
smartwatch box,Electronics,smartwatch box,3626.1,high,3.0,Styrofoam (EPS),474.38,145.04,0.0988,0.0101,0.5984,Recycled Cardboard,1.813,2.1756,0.92,0.82
charger box,Electronics,charger box,7.599 kg,medium,,Plastic (PET),5.746,28.8988,0.6682,0.054,0.7661,Bamboo,2.2797,24.3169,0.6,0.95
mouse box (imported),Electronics,mouse box,4658.5,medium,2.0,Cardboard,2.3843,4.3423,0.8768,0.7182,0.5083,Mycelium,0.4658,18.6339,0.4,0.99
shirt packaging,Fashion & Apparel,shirt packaging,1.009 kg,medium,2.0,Plastic (PET),0.7195,,0.7264,,0.741,Bamboo,0.3028,3.2298,0.6,0.95
paint can,Industrial,paint can,13489.0,high,3.0,Cardboard,6.5999,11.4886,0.8983,0.7725,0.5763,Recycled Aluminum,10.7912,32.3736,0.95,0.02
memory card case,Electronics,memory card case,7733.6,medium,2.0,Styrofoam (EPS),3.0194,26.9208,0.0957,0.0103,0.5882,Recycled Cardboard,3.8668,4.6401,0.92,0.82
charger box,Electronics,charger box,5374.4,medium,2.0,Styrofoam (EPS),2.1576,17.8594,0.1048,0.0105,0.6148,Recycled Cardboard,2.6872,3.2246,0.92,0.82
machine part box,Industrial,machine part box,19562.3,high,3.0,Plastic (HDPE),13.9849,71.1583,0.7137,0.0499,0.8498,Steel (Tinplate),58.687,27.3873,0.88,0.02
honey btl,Food & Beverage,honey bottle,,medium,2.0,Cardboard,,1.1304,0.8238,0.7017,0.558,Recycled Cardboard,0.6013,0.7215,0.92,0.82
pesticide container,Agriculture,pesticide container,13.369 kg,,1.0,Cardboard,,10.597,0.9016,0.8274,0.5543,Kraft Paper,9.358,5.3475,0.85,0.88
detergent bottle,Household,detergent bottle,,medium,2.0,Styrofoam (EPS),1.3773,9.9405,0.0906,0.0098,0.6131,Glass,3.9898,5.9846,0.95,0.1
compost bag,Agriculture,compost bag,16783.5,low,1.0,Cardboard,8.2104,15.1623,0.936,0.7061,0.5302,Hemp Fiber,3.3567,57.064,0.65,0.96
jam jar,Food & Beverage,jam jar,1228.6,low,1.0,Aluminum,,9.2556,0.9337,0.0201,0.9365,Recycled Plastic,2.2115,1.2286,0.9,0.1
building blocks box,Toys & Games,building blocks box,987.2,medium,2.0,Plastic (PET),0.8361,3.6056,0.7739,0.048,0.7418,Recycled Plastic,1.777,0.9872,0.9,0.1
apple tray,Fresh Produce,apple tray,1117.4,high,3.0,Plastic (PET),,4.1794,,0.0499,0.8006,Seaweed Film,0.0559,4.9168,0.45,0.98
machine part box,Industrial,machine part box,15894.8,medium,2.0,Wood,41.2619,7.6043,0.7006,0.8189,0.7919,Recycled Cardboard,7.9474,9.5369,0.92,0.82
shampoo bottle - eco,Cosmetics,shampoo bottle,420.3,medium,2.0,Glass,0.737,,,0.0977,0.8804,Recycled Aluminum,0.3362,1.0087,0.95,0.02
cutlery set box,Household,cutlery set box,3873.3,low,1.0,Glass,7.0735,4.7128,,0.0951,1.0,Bioplastic (PLA),3.0986,10.8452,0.3,0.85
remote control toy box (imported),Toys & Games,remote control toy box,2625.1,low,1.0,Cardboard,1.2603,2.2484,0.8845,0.6632,0.596,Recycled Plastic,4.7251,2.6251,0.9,0.1
earbuds case,Electronics,earbuds case,1.315 kg,high,3.0,Cardboard,0.6476,1.1975,0.9397,0.7425,0.5564,Mycelium,0.1315,5.2582,0.4,0.99
pill box,Pharmaceuticals,pill box,0.115 kg,medium,2.0,Plastic (HDPE),0.0749,0.3968,0.7648,0.0521,0.8232,Recycled Cardboard,0.0576,0.0692,0.92,0.82
eyeshadow palette,Cosmetics,eyeshadow palette,305.6,high,3.0,Plastic (PET),0.2361,,,0.0504,,Glass,0.3667,0.55,0.95,0.1
monitor box (imported),Electronics,monitor box,3474.5,high,3.0,Styrofoam (EPS),1.449,11.1386,0.0939,0.0107,0.6004,Mycelium,0.3474,13.8979,0.4,0.99
board game box,Toys & Games,board game box,2440.6,low,1.0,Plastic (PET),1.9644,9.0074,0.8122,0.0498,0.846,Recycled Cardboard,1.2203,1.4644,0.92,0.82
camera box,Electronics,camera box,,high,3.0,Plastic (PET),2.6268,14.1517,0.7253,0.0483,0.8246,Bamboo,1.0306,10.993,0.6,0.95
headphone case,Electronics,headphone case,6479.1,high,3.0,Cardboard,3.0164,5.9574,0.8551,0.7883,0.6074,Mycelium,0.6479,25.9162,0.4,0.99
soda can,Food & Beverage,soda can,1772.9,medium,2.0,Cardboard,0.8944,1.5972,0.9392,0.7635,0.5363,Recycled Cardboard,0.8864,1.0637,0.92,0.82
compost bag,Agriculture,compost bag,24697.6,low,1.0,Plastic (HDPE),18.0417,87.0617,,0.0462,0.9171,Kraft Paper,17.2883,9.8791,0.85,0.88
toy car box,Toys & Games,toy car box,271.6,medium,2.0,Styrofoam (EPS),0.1113,0.93,0.0951,0.01,0.6225,Recycled Plastic,0.4888,0.2716,0.9,0.1
conditioner bottle,Cosmetics,conditioner bottle,232.4,medium,2.0,Plastic (PET),0.1816,0.9213,0.688,0.0524,0.835,Recycled Plastic,0.4182,0.2324,0.9,0.1
wire coil packaging,Industrial,wire coil packaging,3789.4,medium,2.0,Cardboard,1.9783,3.675,0.8465,0.7385,0.554,Recycled Aluminum,3.0315,9.0946,0.95,0.02
detergent bottle,Household,detergent bottle,560.0,,2.0,Cardboard,0.2863,0.4933,0.8685,0.7708,0.4976,Recycled Plastic,1.008,0.56,0.9,0.1
fertilizer bag,Agriculture,fertilizer bag,19684.2,low,1.0,Kraft Paper,8.5163,12.9193,0.7892,0.8606,0.4529,Bamboo,5.9053,62.9893,0.6,0.95
pill box,Pharmaceuticals,pill box,146.9,,2.0,Glass,0.271,0.1995,0.9588,0.0957,0.9315,Recycled Cardboard,0.0735,0.0882,0.92,0.82
mushroom tray,Fresh Produce,mushroom tray,2269.6,,,Kraft Paper,0.8958,,0.7648,0.908,0.4221,Mycelium,0.227,9.0782,0.4,0.99
chemical drum,Industrial,chemical drum,9348.3,,1.0,Cardboard,207.6,53.12,,0.798,0.489,Recycled Aluminum,7.4786,22.4359,0.95,0.02
earbuds case,Electronics,earbuds case,4159.4,high,,Plastic (PET),3.1236,,0.6673,0.0506,0.8419,Bamboo,1.2478,13.31,0.6,0.95
moisturizer jar,Cosmetics,moisturizer jar,65.3,medium,2.0,Plastic (PET),253.49,84.76,0.6661,0.0484,0.7967,Recycled Plastic,0.1176,0.0653,0.9,0.1
shampoo bottle,Cosmetics,shampoo bottle,207.2,high,3.0,Glass,0.4059,0.2569,0.9993,0.1005,,Recycled Plastic,0.373,0.2072,0.9,0.1
paper towel wrap,Household,paper towel wrap,1644.0,high,3.0,Glass,2.9846,2.0457,0.9445,0.0985,0.8335,Recycled Plastic,2.9593,1.644,0.9,0.1
compost bag,Agriculture,compost bag,17703.8,low,1.0,Cardboard,8.7547,14.9942,0.9068,0.6917,0.5555,Bamboo,5.3111,56.6521,0.6,0.95
pesticide container,Agriculture,pesticide container,23227.4,low,1.0,Cardboard,11.756,20.6037,0.8681,0.6921,,Hemp Fiber,4.6455,78.973,0.65,0.96
ointment tube,Pharmaceuticals,ointment tube,0.081 kg,high,3.0,Cardboard,,0.0721,0.9177,0.7708,0.5429,Glass,0.0972,0.1458,0.95,0.1
cleaning spray,Household,cleaning spray,0.808 kg,medium,2.0,Cardboard,0.412,0.7428,0.9344,0.7098,0.5687,Bioplastic (PLA),0.6462,2.2616,0.3,0.85
shampoo bottle,Cosmetics,shampoo bottle,139.4,medium,2.0,Aluminum,0.3049,1.062,0.8784,0.0193,1.0,Bamboo,0.0418,0.4459,0.6,0.95
shoe box,Fashion & Apparel,shoe box,574.6,medium,2.0,Cardboard,0.2914,0.4863,0.8428,0.7708,0.5491,Recycled Cardboard,0.2873,0.3448,0.92,0.82
shirt packaging (imported),Fashion & Apparel,shirt packaging,218.2,low,1.0,Plastic (PET),0.1634,0.801,0.7731,0.0512,0.7908,Bamboo,0.0655,0.6983,0.6,0.95
smartwatch box,Electronics,smartwatch box,,high,3.0,Cardboard,0.5783,1.012,0.8413,0.7631,0.5466,Recycled Cardboard,0.5489,0.6586,0.92,0.82
paper towel wrap,Household,paper towel wrap,2183.0,low,1.0,Plastic (HDPE),1.5933,7.3415,0.7593,0.05,0.8874,Glass,2.6196,3.9294,0.95,0.1
card game box,Toys & Games,card game box,1213.8,,1.0,Plastic (PET),0.9616,4.6704,0.6928,0.0526,0.8662,Recycled Cardboard,0.6069,0.7283,0.92,0.82
makeup_remover_bottle,Cosmetics,makeup remover bottle,422.3,medium,2.0,Plastic (PET),0.3288,1.692,0.7491,0.0509,0.8735,Bioplastic (PLA),0.3379,1.1825,0.3,0.85
mushroom tray,Fresh Produce,mushroom tray,323.7,medium,2.0,Cardboard,0.1553,0.3056,0.9177,0.7474,0.5508,Bioplastic (PLA),0.259,0.9065,0.3,0.85
shirt packaging,Fashion & Apparel,shirt packaging,1109.6,medium,2.0,Cardboard,0.5775,0.9974,0.9412,0.7709,0.5503,Recycled Cardboard,0.5548,0.6658,0.92,0.82
cutlery set box,Household,cutlery set box,1167.7,high,3.0,Cardboard,0.5444,1.0024,0.8371,0.7895,0.5239,Bioplastic (PLA),0.9341,3.2695,0.3,0.85
plant pot,Agriculture,plant pot,6262.7,low,1.0,Cardboard,2.9196,5.3463,0.813,0.7917,0.5327,Kraft Paper,4.3839,2.5051,0.85,0.88
vegetable clamshell,Fresh Produce,vegetable clamshell,1268.0,medium,2.0,Cardboard,0.6475,1.1518,0.8898,0.798,0.5238,Seaweed Film,0.0634,5.5794,0.45,0.98
action figure box,Toys & Games,action figure box,1.708 kg,medium,2.0,Plastic (PET),1.3899,6.5398,0.7875,0.0524,,Recycled Plastic,3.0747,1.7082,0.9,0.1
baby toy packaging,Toys & Games,baby toy packaging,1842.8,low,1.0,Cardboard,0.8713,1.5519,0.9927,0.8157,0.5491,Recycled Plastic,3.317,1.8428,0.9,0.1
power bank box,Premium electronics,power bank box,1654.1,high,3.0,Plastic (PET),1.4274,6.8375,0.7032,0.0496,0.797,Recycled Cardboard,0.8271,0.9925,0.92,0.82
safety equipment box,Industrial,safety equipment box,9033.1,low,1.0,corrugated cardboard,4.5456,8.4606,0.8701,0.8021,0.5675,Steel (Tinplate),27.0993,12.6463,0.88,0.02
shirt packaging,Fashion & Apparel,shirt packaging,947.6,,1.0,Wood,2.6338,0.5152,0.6548,0.8276,0.8286,Kraft Paper,0.6633,0.379,0.85,0.88
handbag packaging,Fashion & Apparel,handbag packaging,1037.9,low,,Cardboard,0.5333,1.0181,0.8388,0.7915,0.5555,Kraft Paper,0.7265,0.4152,0.85,0.88
mushroom tray,Fresh Produce,mushroom tray,2324.7,medium,2.0,Kraft Paper,0.8265,1.481,0.828,0.8668,,Kraft Paper,1.6273,0.9299,0.85,0.88
gaming console box,Electronics,gaming console box,,medium,2.0,Styrofoam (EPS),0.4502,3.9432,0.102,0.0091,0.6309,Mycelium,0.1183,4.7333,0.4,0.99
Premium mascara tube,Cosmetics,mascara tube,174.2,medium,2.0,Plastic (PET),0.134,0.6087,0.6923,,0.8332,Recycled Aluminum,0.1394,0.4181,0.95,0.02
MEMORY CARD CASE,Premium electronics,memory card case,,high,3.0,Styrofoam (EPS),0.6458,5.6052,0.1032,0.01,0.5304,Recycled Cardboard,0.8486,1.0184,0.92,0.82
bolt set packaging,Industrial,bolt set packaging,14.035 kg,low,1.0,Cardboard,8.2559,13.2701,0.8252,0.7669,0.5305,Recycled Aluminum,11.2282,33.6846,0.95,0.02
berry punnet,Fresh Produce,berry punnet,,medium,2.0,Plastic (PET),0.5706,2.3664,0.686,0.0471,0.8455,Mycelium,0.0658,2.6325,0.4,0.99
industrial tape roll (imported),Industrial,industrial tape roll,19808.2,high,3.0,Wood,53.6617,10.1129,0.6784,,0.8032,Steel (Tinplate),59.4247,27.7315,0.88,0.02
cleaning_spray,Household,cleaning spray,2157.0,high,3.0,Styrofoam (EPS),0.9439,6.9204,0.0928,0.0089,0.6132,Bioplastic (PLA),1.7256,6.0395,0.3,0.85
tool packaging,Industrial,tool packaging,14.452 kg,,2.0,Plastic (HDPE),10.4094,49.8708,0.803,0.0484,0.8542,Recycled Cardboard,7.226,8.6712,0.92,0.82
picture frame box,Household,picture frame box,3.643 kg,low,1.0,Cardboard,,3.2602,0.8465,0.7579,0.5921,Glass,4.3719,6.5579,0.95,0.1
Premium watch box,Fashion & Apparel,watch box,1354.7,low,1.0,Wood,3.5497,0.698,0.6795,0.809,0.8804,Recycled Cardboard,0.6773,0.8128,0.92,0.82
TV box,Electronics,TV box,6385.9,medium,2.0,Cardboard,3.2112,6.0643,0.8866,,0.5484,Bamboo,1.9158,20.4347,0.6,0.95
TV box (imported),Electronics,TV box,2765.3,medium,2.0,Plastic (PET),2.2237,9.4737,,0.0507,,Bamboo,0.8296,8.849,0.6,0.95
cutlery set box,Household,cutlery set box,2172.5,high,3.0,Plastic (HDPE),1.483,7.9567,0.7067,0.0507,0.815,Recycled Cardboard,1.0862,1.3035,0.92,0.82
apple tray,Fresh Produce,apple tray,2806.4,medium,2.0,Kraft Paper,,1.8507,0.8873,0.8703,0.4506,Bioplastic (PLA),2.2451,7.8579,0.3,0.85
jewelry box,Fashion & Apparel,jewelry box,1191.5,low,1.0,Plastic (PET),0.9657,4.6654,0.6498,0.0491,0.7113,Bamboo,0.3574,3.8127,0.6,0.95
herb packaging,Fresh Produce,herb packaging,1518.0,medium,2.0,Cardboard,0.7079,,0.8372,0.795,0.5319,Mycelium,0.1518,6.072,0.4,0.99
moisturizer jar,Cosmetics,moisturizer jar,414.2,medium,2.0,Aluminum,0.9874,3.4968,0.9382,,0.9711,Bamboo,0.1243,1.3256,0.6,0.95
nasal spray,Pharmaceuticals,nasal spray,68.5,medium,2.0,Glass,0.1179,,0.9133,0.0956,0.9326,Recycled Cardboard,0.0343,0.0411,0.92,0.82
baby toy packaging,Toys & Games,baby toy packaging,1722.1,low,1.0,Styrofoam (EPS),,5.4912,0.096,0.0098,0.5432,Recycled Plastic,3.0998,1.7221,0.9,0.1
soda can,Food & Beverage,soda can,785.5,medium,2.0,Cardboard,0.3916,0.7301,0.8923,0.7078,0.6173,Recycled Plastic,1.4139,0.7855,0.9,0.1
bolt set packaging,industrial - eco,bolt set packaging,12.407 kg,low,1.0,Wood,,,0.6407,0.8328,0.8847,Recycled Cardboard,6.2037,7.4444,0.92,0.82
mouse box,Electronics,mouse box,7063.0,medium,2.0,Plastic (PET),5.7062,28.6072,0.7947,0.0483,0.8694,Mycelium,0.7063,28.2519,0.4,0.99
LEGO box (imported),Toys & Games,LEGO box,705.9,low,1.0,Cardboard,0.3528,0.6509,0.8935,0.818,0.5406,Bamboo,0.2118,2.2589,0.6,0.95
toy car box,Toys & Games,toy car box,0.552 kg,medium,,Plastic (PET),0.411,2.0376,,0.0564,0.7679,Recycled Plastic,0.9928,0.5516,0.9,0.1
melon wrap,Fresh Produce,melon wrap,868.8,medium,2.0,Kraft Paper,0.3531,0.6089,0.8926,,0.4061,Seaweed Film,0.0434,3.8228,0.45,0.98
compost bag,Agriculture,compost bag,13643.2,low,1.0,Plastic (HDPE),8.9944,48.4377,0.7366,0.0479,0.8122,Bamboo,4.093,43.6582,0.6,0.95
makeup remover bottle,Cosmetics,makeup remover bottle,0.223 kg,medium,2.0,Plastic (PET),0.1837,,0.7171,0.0505,,Bamboo,0.0668,0.7125,0.6,0.95
power bank box,Electronics,power bank box,1023.8,medium,2.0,Styrofoam (EPS),0.4248,3.0443,0.0946,0.0101,0.6622,Hemp Fiber,0.2048,3.481,0.65,0.96
detergent bottle,Household,detergent bottle,1901.5,high,3.0,Cardboard,0.8543,1.7706,0.841,0.7375,0.5693,Recycled Cardboard,0.9507,1.1409,0.92,0.82
rice bag,Food & Beverage,rice bag,1465.7,medium,2.0,Glass,2.5692,1.7473,0.8855,0.0946,0.809,Bioplastic (PLA),1.1726,4.1041,0.3,0.85
puzzle_box,Toys & Games,puzzle box,1580.2,medium,2.0,Styrofoam (EPS),0.6346,5.1936,0.09,0.0105,0.6104,Recycled Plastic,2.8444,1.5802,0.9,0.1
watch box,Fashion & Apparel,watch box,0.102 kg,medium,2.0,Wood,0.2545,0.0492,0.7291,0.836,0.8692,Bamboo,0.0305,0.3259,0.6,0.95
hair spray can - eco,Cosmetics,hair spray can,103.1,high,3.0,Plastic (HDPE),0.0778,0.3565,0.7788,0.0488,0.8731,Bamboo,0.0309,0.3298,0.6,0.95
LAPTOP BOX,Electronics,laptop box,,medium,2.0,Plastic (PET),5.4322,23.7156,0.7514,0.0492,,Recycled Cardboard,3.0759,3.6911,0.92,0.82
first aid kit,pharmaceuticals - eco,first aid kit,219.9,medium,2.0,borosilicate glass,0.3916,0.2596,0.9736,0.0973,0.923,Bioplastic (PLA),0.1759,0.6158,0.3,0.85
fertilizer_bag,Agriculture,fertilizer bag,24461.1,low,1.0,Plastic (HDPE),206.87,97.93,0.7673,0.0471,0.8573,Bamboo,7.3383,78.2756,0.6,0.95
Premium canned soup,Food & Beverage,canned soup,1300.9,medium,2.0,Steel (Tinplate),1.6849,3.9602,0.9364,0.0193,1.0,Recycled Plastic,2.3416,1.3009,0.9,0.1
